"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
422,CS-00083,OR,2013-02-03,2013-02-03,2013-02-03,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,90.00,90.00,PM,,2010,F,,1,0,,
425,CS-00084,OR,2013-02-04,2013-02-04,2013-02-04,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,48.50,48.50,PM,,2011,F,,1,0,,
428,CS-00085,OR,2013-02-05,2013-02-05,2013-02-05,CASH,Payment For Account,"310-000",----,NAI,----,BANK,HLB-111431,----,1.00000000,0.00,,720.00,720.00,PM,,2012,F,,1,0,,
431,CS-00086,OR,2013-02-05,2013-02-05,2013-02-05,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,430.00,430.00,PM,,2013,F,,1,0,,
434,CS-00087,OR,2013-02-05,2013-02-05,2013-02-05,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,80.00,80.00,PM,,2014,F,,1,0,,
437,CS-00088,OR,2013-02-05,2013-02-05,2013-02-05,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,420.00,420.00,PM,,2015,F,,1,0,,
440,CS-00089,OR,2013-02-06,2013-02-06,2013-02-06,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4283-32XX-XXXX-4353",----,1.00000000,0.00,,500.00,500.00,PM,,2016,F,,1,0,,
443,CS-00090,OR,2013-02-07,2013-02-07,2013-02-07,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,468.00,468.00,PM,,2017,F,,1,0,,
446,CS-00091,OR,2013-02-15,2013-02-15,2013-02-15,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,70.00,70.00,PM,,2018,F,,1,0,,
449,CS-00092,OR,2013-02-15,2013-02-15,2013-02-15,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,600.00,600.00,PM,,2019,F,,1,0,,
452,CS-00093,OR,2013-02-16,2013-02-16,2013-02-16,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,65.00,65.00,PM,,2020,F,,1,0,,
455,PV-00043,PV,2013-02-01,2013-02-01,2013-02-01,NAI CHEW WEE,,"310-000",----,----,----,BANK,PBB-431489,----,1.00000000,0.00,,197.69,197.69,,,5407,F,,0,0,,
462,PV-00044,PV,2013-02-01,2013-02-01,2013-02-01,G.S.T HARDWARE SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-431490,----,1.00000000,0.00,,180.00,180.00,SP,,4807,F,,0,0,,
464,PV-00045,PV,2013-02-01,2013-02-01,2013-02-01,LEE CHEE WAH,,"310-000",----,----,----,BANK,PBB-431490,----,1.00000000,0.00,,275.50,275.50,,,5408,F,,0,0,,
468,PV-00046,PV,2013-02-04,2013-02-04,2013-02-04,GWM MARKETING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-431491,----,1.00000000,0.00,,360.00,360.00,SP,,4808,F,,0,1,,
473,OR-00005,OR,2013-02-13,2013-02-13,2013-02-13,ALGAETECH INTERNATIONAL SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,MB-339894,----,1.00000000,0.00,,4530.00,4530.00,PM,,2022,F,,1,1,,
470,CS-00094,OR,2013-02-17,2013-02-17,2013-02-17,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,149.00,149.00,PM,,2021,F,,1,0,,
483,CS-00097,OR,2013-02-19,2013-02-19,2013-02-19,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4283-3200-2631-4353",----,1.00000000,0.00,,2635.00,2635.00,PM,,2025,F,,1,0,,
475,CS-00095,OR,2013-02-18,2013-02-18,2013-02-18,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,122.00,122.00,PM,,2023,F,,1,0,,
478,CS-00096,OR,2013-02-18,2013-02-18,2013-02-18,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,700.00,700.00,PM,,2024,F,,3,0,,
489,CS-00098,OR,2013-02-19,2013-02-19,2013-02-19,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4057-7130-0052-8978",----,1.00000000,0.00,,540.00,540.00,PM,,2027,F,,1,0,,
492,CS-00099,OR,2013-02-19,2013-02-19,2013-02-19,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,723.90,723.90,PM,,2026,F,,1,0,,
495,CS-00100,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,147.00,147.00,PM,,2028,F,,1,0,,
498,CS-00102,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"5523-3301-0019-8041",----,1.00000000,0.00,,1768.00,1768.00,PM,,2029,F,,3,0,,
503,CS-00103,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,24.00,24.00,PM,,2030,F,,1,0,,
544,PV-00047,PV,2013-02-15,2013-02-15,2013-02-15,HL JAYA MACHINERY SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-431494,----,1.00000000,0.00,,389.20,389.20,SP,,4809,F,,0,1,,
506,CS-00104,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,142.50,142.50,PM,,2032,F,,3,0,,
509,CS-00105,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,100.00,100.00,PM,,2033,F,,1,0,,
512,CS-00106,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,100.00,100.00,PM,,2034,F,,1,0,,
515,CS-00107,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,250.00,250.00,PM,,2035,F,,1,0,,
518,CS-00108,OR,2013-02-20,2013-02-20,2013-02-20,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,100.00,100.00,PM,,2036,F,,1,0,,
523,CS-00109,OR,2013-02-21,2013-02-21,2013-02-21,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,95.00,95.00,PM,,2037,F,,1,0,,
526,CS-00110,OR,2013-02-21,2013-02-21,2013-02-21,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,380.00,380.00,PM,,2039,F,,1,0,,
529,CS-00111,OR,2013-02-21,2013-02-21,2013-02-21,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,61.10,61.10,PM,,2040,F,,1,0,,
532,CS-00112,OR,2013-02-21,2013-02-21,2013-02-21,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,476.40,476.40,PM,,2041,F,,1,0,,
535,CS-00113,OR,2013-02-21,2013-02-21,2013-02-21,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,71.50,71.50,PM,,2042,F,,1,0,,
538,CS-00114,OR,2013-02-21,2013-02-21,2013-02-21,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,79.80,79.80,PM,,2043,F,,1,0,,
541,CS-00115,OR,2013-02-21,2013-02-21,2013-02-21,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,240.00,240.00,PM,,2044,F,,1,0,,
547,PV-00048,PV,2013-02-22,2013-02-22,2013-02-22,MY SUPEREME CONSULTANCY,,"310-000",----,----,----,BANK,PBB-431493,----,1.00000000,0.00,,300.00,300.00,,,5409,F,,1,1,,
549,OR-00006,OR,2013-02-07,2013-02-07,2013-02-07,EDGEWISE CITY SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-480136,----,1.00000000,0.00,,86.00,86.00,PM,,2031,F,,0,1,,
551,OR-00007,OR,2013-02-22,2013-02-22,2013-02-22,EDGEWISE CITY SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-480147,----,1.00000000,0.00,,300.00,300.00,PM,,2038,F,,0,1,,
555,PV-00049,PV,2013-02-22,2013-02-22,2013-02-22,NAI CHEW WEE,,"310-000",----,----,----,BANK,PBB-431495,----,1.00000000,0.00,,294.15,294.15,,,5410,F,,2,1,,
558,OR-00008,OR,2013-02-22,2013-02-22,2013-02-22,NAI CHER CHIEN,Payment For Account,"310-000",SLG,NAI,----,BANK,CASH,----,1.00000000,0.00,,380.00,380.00,PM,,2045,F,,0,1,,
560,OR-00009,OR,2013-02-22,2013-02-22,2013-02-22,BROAD-LINE ELECTRONICS SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,CIMB-73955,----,1.00000000,0.00,,310.00,310.00,PM,,2046,F,,0,1,,
563,PV-00050,PV,2013-02-22,2013-02-22,2013-02-22,CHEONG CHAN KWONG,,"310-000",----,----,----,BANK,PBB-314500,----,1.00000000,0.00,,5000.00,5000.00,,,5411,F,,2,2,,
565,CS-00116,OR,2013-02-22,2013-02-22,2013-02-22,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,450.00,450.00,PM,,2047,F,,5,0,,
568,CS-00117,OR,2013-02-22,2013-02-22,2013-02-22,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,190.00,190.00,PM,,2048,F,,1,0,,
571,CS-00118,OR,2013-02-22,2013-02-22,2013-02-22,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,148.00,148.00,PM,,2049,F,,1,0,,
574,CS-00119,OR,2013-02-22,2013-02-22,2013-02-22,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,45.00,45.00,PM,,2050,F,,1,0,,
577,CS-00120,OR,2013-02-22,2013-02-22,2013-02-22,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,25.00,25.00,PM,,2051,F,,1,0,,
580,PV-00051,PV,2013-02-22,2013-02-22,2013-02-22,LEE CHEE WAH,,"310-000",----,----,----,BANK,PBB-431497,----,1.00000000,0.00,,551.25,551.25,,,5412,F,,0,1,,
590,PV-00052,PV,2013-02-18,2013-02-18,2013-02-18,STL SEALS & O RONGS (SK) SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-431497,----,1.00000000,0.00,,49.00,49.00,SP,,4810,F,,0,1,,
592,PV-00053,PV,2013-02-22,2013-02-22,2013-02-22,G.S.T HARDWARE SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-431497,----,1.00000000,0.00,,18.20,18.20,SP,,4811,F,,1,1,,
595,PV-00054,PV,2013-02-22,2013-02-22,2013-02-22,NAI CHEW WEE,,"310-000",----,----,----,BANK,PBB-431498,----,1.00000000,0.00,,4168.30,4168.30,,,5413,F,,2,1,,
601,CS-00121,OR,2013-02-22,2013-02-22,2013-02-22,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,300.00,300.00,PM,,2052,F,,1,0,,
604,CS-00122,OR,2013-02-22,2013-02-22,2013-02-22,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,1500.00,1500.00,PM,,2053,F,,3,0,,
607,CS-00123,OR,2013-02-23,2013-02-23,2013-02-23,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4848-1000-0604-0998",----,1.00000000,0.00,,750.00,750.00,PM,,2054,F,,1,0,,
610,CS-00124,OR,2013-02-23,2013-02-23,2013-02-23,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,250.00,250.00,PM,,2055,F,,1,0,,
613,OR-00010,OR,2013-02-25,2013-02-25,2013-02-25,SENG EE MACHINERY TRADING,Payment For Account,"310-000",SLG,NAI,----,BANK,CASH,----,1.00000000,0.00,,1862.00,1862.00,PM,,2056,F,,0,1,,
615,OR-00011,OR,2013-02-25,2013-02-25,2013-02-25,EDGEWISE CITY SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-480102,----,1.00000000,0.00,,550.00,550.00,PM,,2057,F,,0,1,,
647,PV-00055,PV,2013-02-28,2013-02-28,2013-02-28,LEE CHEE WAH,,"310-000",----,----,----,BANK,PBB-431499,----,1.00000000,0.00,,2500.00,2500.00,,,5414,F,,0,1,,
621,CS-00125,OR,2013-02-25,2013-02-25,2013-02-25,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,314.00,314.00,PM,,2058,F,,3,0,,
626,CS-00126,OR,2013-02-25,2013-02-25,2013-02-25,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,175.00,175.00,PM,,2059,F,,1,0,,
655,CS-00135,OR,2013-02-28,2013-02-28,2013-02-28,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4283-3200-2472-9529",----,1.00000000,0.00,,930.00,930.00,PM,,2068,F,,1,0,,
629,CS-00127,OR,2013-02-25,2013-02-25,2013-02-25,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,266.00,266.00,PM,,2061,F,,1,0,,
632,CS-00128,OR,2013-02-26,2013-02-26,2013-02-26,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,250.00,250.00,PM,,2062,F,,1,0,,
635,CS-00129,OR,2013-02-26,2013-02-26,2013-02-26,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,8.00,8.00,PM,,2063,F,,3,0,,
638,CS-00130,OR,2013-02-26,2013-02-26,2013-02-26,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,650.00,650.00,PM,,2064,F,,3,0,,
641,CS-00131,OR,2013-02-27,2013-02-27,2013-02-27,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,289.00,289.00,PM,,2065,F,,1,0,,
644,CS-00132,OR,2013-02-27,2013-02-27,2013-02-27,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,1950.00,1950.00,PM,,2066,F,,3,0,,
649,CS-00133,OR,2013-02-28,2013-02-28,2013-02-28,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,1160.50,1160.50,PM,,2060,F,,1,0,,
652,CS-00134,OR,2013-02-28,2013-02-28,2013-02-28,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,450.00,450.00,PM,,2067,F,,1,0,,
658,CS-00136,OR,2013-02-28,2013-02-28,2013-02-28,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,141.00,141.00,PM,,2069,F,,1,0,,
661,CS-00137,OR,2013-02-28,2013-02-28,2013-02-28,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,480.00,480.00,PM,,2070,F,,1,0,,
664,CS-00138,OR,2013-03-01,2013-03-01,2013-03-01,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,305.00,305.00,PM,,2071,F,,1,0,,
667,CS-00139,OR,2013-03-01,2013-03-01,2013-03-01,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,83.50,83.50,PM,,2072,F,,1,0,,
672,CS-00140,OR,2013-03-01,2013-03-01,2013-03-01,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,32.00,32.00,PM,,2073,F,,1,0,,
681,CS-00141,OR,2013-03-01,2013-03-01,2013-03-01,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,325.00,325.00,PM,,2075,F,,1,0,,
685,CS-00142,OR,2013-03-01,2013-03-01,2013-03-01,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,300.00,300.00,PM,,2076,F,,3,0,,
688,CS-00143,OR,2013-03-03,2013-03-03,2013-03-03,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,270.50,270.50,PM,,2077,F,,1,0,,
691,CS-00144,OR,2013-03-03,2013-03-03,2013-03-03,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,377.00,377.00,PM,,2078,F,,1,0,,
694,CS-00145,OR,2013-03-03,2013-03-03,2013-03-03,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,116.20,116.20,PM,,2079,F,,1,0,,
697,CS-00146,OR,2013-03-03,2013-03-03,2013-03-03,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,479.00,479.00,PM,,2080,F,,5,0,,
702,CS-00147,OR,2013-03-03,2013-03-03,2013-03-03,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,90.00,90.00,PM,,2081,F,,1,0,,
713,PV-00056,PV,2013-03-04,2013-03-04,2013-03-04,HL JAYA MACHINERY SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-488351,----,1.00000000,0.00,,97.00,97.00,SP,,4812,F,,1,1,,
705,CS-00148,OR,2013-03-04,2013-03-04,2013-03-04,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,60.00,60.00,PM,,2083,F,,1,0,,
716,CS-00149,OR,2013-03-04,2013-03-04,2013-03-04,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4385-98XX-XXXX-8269",----,1.00000000,0.00,,560.00,560.00,PM,,2082,F,,3,0,,
719,CS-00150,OR,2013-03-04,2013-03-04,2013-03-04,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,460.00,460.00,PM,,2084,F,,1,0,,
722,CS-00151,OR,2013-03-05,2013-03-05,2013-03-05,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4848-1000-1906-3557",----,1.00000000,0.00,,1600.00,1600.00,PM,,2085,F,,3,0,,
727,CS-00152,OR,2013-03-05,2013-03-05,2013-03-05,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,252.20,252.20,PM,,2086,F,,1,0,,
1329,PV-00089,PV,2013-04-21,2013-04-21,2013-04-21,CHEONG CHAN KWONG,,"310-000",----,----,----,BANK,PBB-488386,----,1.00000000,0.00,,5000.00,5000.00,,,5415,F,,0,1,,
730,CS-00153,OR,2013-03-05,2013-03-05,2013-03-05,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,290.00,290.00,PM,,2087,F,,1,0,,
733,CS-00154,OR,2013-03-06,2013-03-06,2013-03-06,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,545.00,545.00,PM,,2088,F,,1,0,,
736,CS-00155,OR,2013-03-06,2013-03-06,2013-03-06,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,199.00,199.00,PM,,2089,F,,1,0,,
739,CS-00156,OR,2013-03-07,2013-03-07,2013-03-07,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,250.00,250.00,PM,,2090,F,,1,0,,
742,CS-00157,OR,2013-03-07,2013-03-07,2013-03-07,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,104.00,104.00,PM,,2091,F,,1,0,,
745,CS-00158,OR,2013-03-08,2013-03-08,2013-03-08,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,345.40,345.40,PM,,2092,F,,3,0,,
750,CS-00159,OR,2013-03-08,2013-03-08,2013-03-08,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,80.00,80.00,PM,,2093,F,,1,0,,
756,OR-00012,OR,2013-03-08,2013-03-08,2013-03-08,EDGEWISE CITY SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-480211,----,1.00000000,0.00,,245.00,245.00,PM,,2074,F,,0,1,,
753,CS-00160,OR,2013-03-08,2013-03-08,2013-03-08,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,400.00,400.00,PM,,2095,F,,1,0,,
758,PV-00057,PV,2013-03-31,2013-03-31,2013-03-31,TK MULTITRADE SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-488352,----,1.00000000,0.00,,2000.00,2000.00,SP,,4813,F,,0,1,,
760,PV-00058,PV,2013-03-31,2013-03-31,2013-03-31,TK MULTITRADE MANUFACTURING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-488353,----,1.00000000,0.00,,900.00,900.00,SP,,4814,F,,0,1,,
765,CS-00162,OR,2013-03-08,2013-03-08,2013-03-08,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"5438-9400-2792-3141",----,1.00000000,0.00,,255.00,255.00,PM,,2096,F,,1,0,,
762,CS-00161,OR,2013-03-08,2013-03-08,2013-03-08,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,750.00,750.00,PM,,2094,F,,1,0,,
768,PV-00059,PV,2013-03-10,2013-03-10,2013-03-10,HL JAYA MACHINERY SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-488354,----,1.00000000,0.00,,426.50,426.50,SP,,4815,F,,1,1,,
771,CS-00163,OR,2013-03-10,2013-03-10,2013-03-10,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"5520-4053-6044-6554",----,1.00000000,0.00,,649.00,649.00,PM,,2097,F,,3,0,,
774,CS-00164,OR,2013-03-11,2013-03-11,2013-03-11,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,115.00,115.00,PM,,2098,F,,1,0,,
777,CS-00165,OR,2013-03-11,2013-03-11,2013-03-11,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,440.00,440.00,PM,,2099,F,,1,0,,
780,CS-00166,OR,2013-03-11,2013-03-11,2013-03-11,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,260.00,260.00,PM,,2100,F,,1,0,,
785,CS-00167,OR,2013-03-11,2013-03-11,2013-03-11,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,968.50,968.50,PM,,2101,F,,1,0,,
788,OR-00013,OR,2013-03-11,2013-03-11,2013-03-11,BROAD-LINE ELECTRONICS SDN BHD,Payment For Account,"310-000",KL,NAI,----,BANK,CIMB-763566,----,1.00000000,0.00,,250.00,250.00,PM,,2102,F,,0,1,,
790,PV-00060,PV,2013-03-12,2013-03-12,2013-03-12,GC INFO CHANNEL,,"310-000",----,----,----,BANK,PBB-488355,----,1.00000000,0.00,,513.00,513.00,,,5416,F,,0,1,,
792,PV-00061,PV,2013-03-12,2013-03-12,2013-03-12,HL JAYA MACHINERY SDN. BHD.,Payment For Account,"310-000",KL,NAI,----,BANK,PBB-488356,----,1.00000000,0.00,,25.00,25.00,SP,,4816,F,,0,1,,
794,PV-00062,PV,2013-03-12,2013-03-12,2013-03-12,GWM MARKETING SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-488357,----,1.00000000,0.00,,5400.00,5400.00,SP,,4817,F,,0,1,,
796,PV-00063,PV,2013-03-12,2013-03-12,2013-03-12,SEONG FATT ELECTRICAL WORKS,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-488358,----,1.00000000,0.00,,1472.90,1472.90,SP,,4818,F,,0,1,,
798,PV-00064,PV,2013-03-12,2013-03-12,2013-03-12,CT HARDWARE SDN BHD,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-488359,----,1.00000000,0.00,,2565.55,2565.55,SP,,4819,F,,0,1,,
800,CS-00168,OR,2013-03-13,2013-03-13,2013-03-13,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4283-3210-1623-6010",----,1.00000000,0.00,,303.00,303.00,PM,,2103,F,,1,0,,
803,CS-00169,OR,2013-03-13,2013-03-13,2013-03-13,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,299.90,299.90,PM,,2104,F,,1,0,,
806,PV-00065,PV,2013-03-13,2013-03-13,2013-03-13,GC INFO CHANNEL,,"310-000",----,----,----,BANK,PBB-488360,----,1.00000000,0.00,,758.00,758.00,,,5417,F,,0,1,,
808,PV-00066,PV,2013-03-14,2013-03-14,2013-03-14,WILL POWER CANOPY RENTAL SERVICE,,"310-000",----,----,----,BANK,PBB-488361,----,1.00000000,0.00,,325.00,325.00,,,5418,F,,0,1,,
810,PV-00067,PV,2013-03-14,2013-03-14,2013-03-14,YUN LOONG GLOBAL INDUSTRIES SDN BHD.,Payment For Account,"310-000",SLG,NAI,----,BANK,PBB-488362,----,1.00000000,0.00,,45.00,45.00,SP,,4820,F,,0,1,,
815,PV-00068,PV,2013-03-14,2013-03-14,2013-03-14,ABET MARKETING SDN BHD,,"310-000",----,----,----,BANK,PBB-488363,----,1.00000000,0.00,,700.00,700.00,,,5419,F,,0,1,,
812,CS-00170,OR,2013-03-14,2013-03-14,2013-03-14,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,450.00,450.00,PM,,2105,F,,1,0,,
817,CS-00171,OR,2013-03-14,2013-03-14,2013-03-14,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,200.00,200.00,PM,,2106,F,,1,0,,
820,CS-00173,OR,2013-03-16,2013-03-16,2013-03-16,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,248.00,248.00,PM,,2107,F,,1,0,,
823,CS-00174,OR,2013-03-16,2013-03-16,2013-03-16,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,250.00,250.00,PM,,2108,F,,1,0,,
826,CS-00175,OR,2013-03-16,2013-03-16,2013-03-16,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,30.00,30.00,PM,,2109,F,,1,0,,
829,CS-00176,OR,2013-03-17,2013-03-17,2013-03-17,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"5239-4503-3049-9491",----,1.00000000,0.00,,480.00,480.00,PM,,2110,F,,3,0,,
834,CS-00177,OR,2013-03-17,2013-03-17,2013-03-17,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4384-2130-0177-3628",----,1.00000000,0.00,,960.00,960.00,PM,,2111,F,,3,0,,
839,CS-00178,OR,2013-03-17,2013-03-17,2013-03-17,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"4384-2130-0177-3628",----,1.00000000,0.00,,2140.00,2140.00,PM,,2113,F,,3,0,,
844,CS-00179,OR,2013-03-17,2013-03-17,2013-03-17,CASH,Payment For Account,"310-000",----,NAI,----,BANK,"",----,1.00000000,0.00,,340.00,340.00,PM,,2115,F,,1,0,,
