"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
617,PV-1503/002,PV,2015-03-31,2015-03-31,2015-03-31,A M-OFFICE SYSTEM SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,9911.00,9911.00,SP,,506,F,,,0,,
619,PV-1504/001,PV,2015-04-30,2015-04-30,2015-04-30,"CELINIUS CO., LTD",Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,3470.60,3470.60,SP,,507,F,,,0,,
621,PV-1506/001,PV,2015-06-30,2015-06-30,2015-06-30,ELEMENT 14 SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,364.14,364.14,SP,,508,F,,,0,,
623,PV-1504/002,PV,2015-04-30,2015-04-30,2015-04-30,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,465.25,465.25,SP,,509,F,,,0,,
627,PV-1507/001,PV,2015-07-31,2015-07-31,2015-07-31,GATI PETROCHEM E&A SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,2130.60,2130.60,SP,,511,F,,,0,,
630,PV-1509/001,PV,2015-09-01,2015-09-01,2015-09-01,GS HOME ELECTRICAL SERVICES,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,26361.00,26361.00,SP,,512,F,,,0,,
632,PV-1506/002,PV,2015-06-30,2015-06-30,2015-06-30,K&V ELECTRICAL AND AIR-COND SERVICE,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,22440.00,22440.00,SP,,513,F,,,0,,
634,PV-1506/003,PV,2015-06-30,2015-06-30,2015-06-30,KEAN EE GLASS SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,2750.00,2750.00,SP,,514,F,,,0,,
636,PV-1505/001,PV,2015-05-15,2015-05-15,2015-05-15,KLF ENTERPRISE SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB306217,----,1.00000000,0.53,"703-000",318.00,318.00,SP,,515,F,,,0,,
638,PV-1505/002,PV,2015-05-31,2015-05-31,2015-05-31,NIXIE ELECTRONICS (MALAYSIA) SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,38.20,38.20,SP,,516,F,,,0,,
640,PV-1502/001,PV,2015-02-28,2015-02-28,2015-02-28,PHIFER ELECTRONICS ENGINEERING,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,300.00,300.00,SP,,517,F,,,0,,
642,PV-1506/004,PV,2015-06-30,2015-06-30,2015-06-30,PROCESS TECH DESIGN SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB306224,----,1.00000000,159.53,"703-000",3900.00,3900.00,SP,,518,F,,,0,,
644,PV-1505/003,PV,2015-05-31,2015-05-31,2015-05-31,RS COMPONENTS SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,210.52,210.52,SP,,519,F,,,0,,
646,PV-1507/004,PV,2015-07-31,2015-07-31,2015-07-31,SOON FAY SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB306234,----,1.00000000,0.53,"703-000",159.00,159.00,SP,,520,F,,,0,,
648,PV-1504/004,PV,2015-04-03,2015-04-03,2015-04-03,TRILLION SOLUTION (M) SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB306210,----,1.00000000,0.53,"703-000",789.00,789.00,SP,,525,F,,,0,,
650,PV-1505/004,PV,2015-05-31,2015-05-31,2015-05-31,TRILLION SOLUTION (M) SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB306223,----,1.00000000,0.53,"703-000",56.00,56.00,SP,,526,F,,,0,,
652,PV-1506/005,PV,2015-06-30,2015-06-30,2015-06-30,TRILLION SOLUTION (M) SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB306225,----,1.00000000,0.53,"703-000",602.60,602.60,SP,,527,F,,,0,,
654,PV-1508/002,PV,2015-08-31,2015-08-31,2015-08-31,TRILLION SOLUTION (M) SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB306245,----,1.00000000,0.53,"703-000",199.28,199.28,SP,,528,F,,,0,,
656,PV-1508/007,PV,2015-08-31,2015-08-31,2015-08-31,TRILLION SOLUTION (M) SDN BHD,Payment For Invoice,"301-001",----,----,----,BANK,PBB007304,----,1.00000000,0.53,"703-000",95.40,95.40,SP,,529,F,,,0,,
658,OR-00033,OR,2015-06-19,2015-06-19,2015-06-19,UNIVERSITI MALAYA,Payment For Account,"301-001",----,----,----,BANK,UMZ0003845,----,1.00000000,1.06,"703-000",1000.00,1000.00,PM,,549,F,,,0,,
660,OR-00034,OR,2015-07-09,2015-07-09,2015-07-09,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0005760,----,1.00000000,1.06,"703-000",14576.06,14576.06,PM,,550,F,,,0,,
662,OR-00035,OR,2015-08-04,2015-08-04,2015-08-04,UNIVERSITI MALAYA,Payment For INB6016,"301-001",----,----,----,BANK,UMZ0007731,----,1.00000000,1.06,"703-000",2100.00,2100.00,PM,,551,F,,,0,,
664,OR-00036,OR,2015-08-14,2015-08-14,2015-08-14,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0008977,----,1.00000000,1.06,"703-000",1404.50,1404.50,PM,,552,F,,,0,,
666,OR-00037,OR,2015-09-29,2015-09-29,2015-09-29,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0013363,----,1.00000000,1.06,"703-000",35549.43,35549.43,PM,,553,F,,,0,,
668,OR-00038,OR,2015-10-01,2015-10-01,2015-10-01,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0013655,----,1.00000000,1.06,"703-000",477.00,477.00,PM,,554,F,,,0,,
670,OR-00039,OR,2015-10-13,2015-10-13,2015-10-13,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0015177,----,1.00000000,1.06,"703-000",6708.74,6708.74,PM,,555,F,,,0,,
672,OR-00040,OR,2015-10-20,2015-10-20,2015-10-20,UNIVERSITI MALAYA,Payment For INB6033,"301-001",----,----,----,BANK,UMZ0015808,----,1.00000000,1.06,"703-000",450.00,450.00,PM,,556,F,,,0,,
674,OR-00041,OR,2015-10-23,2015-10-23,2015-10-23,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0016324,----,1.00000000,1.06,"703-000",20352.00,20352.00,PM,,557,F,,,0,,
676,OR-00042,OR,2015-11-19,2015-11-19,2015-11-19,JABATAN BENDAHARI KAMPUS KEJURUTERAAN UNVERSITI SAINS MALAYSIA,Payment For Account,"301-001",----,----,----,BANK,"112574",----,1.00000000,1.06,"703-000",2226.00,2226.00,PM,,558,F,,,0,,
678,OR-00043,OR,2015-12-02,2015-12-02,2015-12-02,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0020929,----,1.00000000,1.06,"703-000",6214.78,6214.78,PM,,559,F,,,0,,
680,OR-00044,OR,2015-12-11,2015-12-11,2015-12-11,PUSAT PENYELIDIKAN NANOCAT,Payment For Account,"301-001",----,----,----,BANK,UMZ0021903,----,1.00000000,1.06,"703-000",5804.56,5804.56,PM,,560,F,,,0,,
685,PV-1512/001,PV,2015-12-30,2015-12-30,2015-12-30,SOON FAY SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,74.60,74.60,SP,,563,F,,,0,,
688,PV-1601/001,PV,2016-01-22,2016-01-22,2016-01-22,SOON FAY SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,64.75,64.75,SP,,565,F,,,0,,
693,PV-1601/002,PV,2016-01-08,2016-01-08,2016-01-08,J & H ORNAMENTAL ENTERPRISE SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,35.62,35.62,SP,,573,F,,,0,,
696,PV-1512/002,PV,2015-12-24,2015-12-24,2015-12-24,A M-OFFICE SYSTEM SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,580.90,580.90,SP,,575,F,,,0,,
699,PV-1601/003,PV,2016-01-29,2016-01-29,2016-01-29,RAS ONLINE SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,1660.00,1660.00,SP,,577,F,,,0,,
702,PV-1512/003,PV,2015-12-31,2015-12-31,2015-12-31,TINT WORK SOLUTION,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,180.00,180.00,SP,,580,F,,,0,,
708,PV-1602/001,PV,2016-02-16,2016-02-16,2016-02-16,CASH,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,180.20,180.20,SP,,612,F,,,0,,
711,PV-1512/004,PV,2015-12-31,2015-12-31,2015-12-31,JSP MACHINE ENGINEERING,Payment For Invoice,"308-000",MLK,----,----,BANK,Cash,----,1.00000000,0.00,,106.00,106.00,SP,,631,F,,,0,,
713,PV-1512/005,PV,2015-12-31,2015-12-31,2015-12-31,TRILLION SOLUTION (M) SDN BHD,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,281.96,281.96,SP,,632,F,,,0,,
716,PV-1603/001,PV,2016-03-11,2016-03-11,2016-03-11,CASH,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,79.50,79.50,SP,,633,F,,,0,,
719,PV-1602/002,PV,2016-02-19,2016-02-19,2016-02-19,CASH,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,5.00,5.00,SP,,635,F,,,0,,
722,PV-1603/002,PV,2016-03-08,2016-03-08,2016-03-08,CASH,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,95.40,95.40,SP,,637,F,,,0,,
725,PV-1601/004,PV,2016-01-05,2016-01-05,2016-01-05,CASH,Payment For Invoice,"308-000",----,----,----,BANK,Cash,----,1.00000000,0.00,,14.31,14.31,SP,,639,F,,,0,,
732,PC-1311/004,PV,2013-11-01,2013-11-01,2013-11-01,CASH,Payment For Invoice,"302-000",----,----,----,CASH,Cash,----,1.00000000,0.00,,1545.00,1545.00,SP,,641,F,,,1,,
734,PC-1311/005,PV,2013-11-01,2013-11-01,2013-11-01,CASH,Payment For Invoice,"302-000",----,----,----,CASH,Cash,----,1.00000000,0.00,,810.00,810.00,SP,,642,F,,,1,,
737,PV-1509/003,PV,2015-09-30,2015-09-30,2015-12-01,NGAI AH THAI,Payment For September'15 Director's Fee,"308-000",KL,----,----,BANK,Cash,----,1.00000000,0.00,,2000.00,2000.00,,,655,F,,,0,,
739,PV-1511/001,PV,2015-11-30,2015-11-30,2015-12-01,NGAI AH THAI,Payment For November'15 Director's Fee,"308-000",KL,----,----,BANK,Cash,----,1.00000000,0.00,,2000.00,2000.00,,,656,F,,,0,,
741,PV-1512/006,PV,2015-12-31,2015-12-31,2015-12-31,NGAI AH THAI,Payment For December'15 Director's Fee,"308-000",KL,----,----,BANK,Cash,----,1.00000000,0.00,,2000.00,2000.00,,,657,F,,,0,,
743,PV-1511/002,PV,2015-11-30,2015-11-30,2015-12-01,NGAI AH THAI,Payment For October'15 Director's Fee,"308-000",KL,----,----,BANK,Cash,----,1.00000000,0.00,,2000.00,2000.00,,,658,F,,,0,,
745,RV00001,OR,2015-01-08,2015-01-08,2015-01-08,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,4300.00,4300.00,,,660,F,,,0,,
747,CP00001,PV,2015-01-25,2015-01-25,2015-01-25,NOOR ASIAH AHMAD HASSANUDDIN,Payment For Water & Electricity Deposit,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,1000.00,1000.00,,,661,F,,,0,,
749,CP00002,PV,2015-01-27,2015-01-27,2015-01-27,NOOR ASIAH AHMAD HASSANUDDIN,Payment For 2 Months Rental Deposit & Jan'15 Rental,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,2900.00,2900.00,,,662,F,,,0,,
752,CP00003,PV,2015-01-27,2015-01-27,2015-01-27,HOCK & ASSOCIATIES,Payment For Tenancy Agreement Fee,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,400.00,400.00,,,663,F,,,0,,
754,CP00004,PV,2015-02-08,2015-02-08,2015-02-08,KIEAN KIONG PRINTING PRESS,Payment For Stationary Purchased.  Refer Invoice 2457,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,80.00,80.00,,,664,F,,,0,,
756,CP00005,PV,2015-02-14,2015-02-14,2015-02-14,NOOR ASIAH AHMAD HASSANUDDIN,Payment For Feb'15 Rental,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,900.00,900.00,,,665,F,,,0,,
758,CP00006,PV,2015-02-24,2015-02-24,2015-02-24,MAIL VENTURES (M) SDN BHD,Payment For Telephone Line Installation.  Refer Invoice 0614,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,50.00,50.00,,,666,F,,,0,,
760,CP00007,PV,2015-02-25,2015-02-25,2015-02-25,HAPIPI HASSIM TUKANG PAIP,Payment For Water Meter Installation.  Refer OR-2513,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,300.00,300.00,,,667,F,,,0,,
762,CP00008,PV,2015-02-26,2015-02-26,2015-02-26,HENG CHIN POH,Payment For Feb'15 Expenses Claim,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,1707.75,1707.75,,,668,F,,,0,,
771,RV00002,OR,2015-02-14,2015-02-14,2015-02-14,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,3850.00,3850.00,,,669,F,,,0,,
773,CP00009,PV,2015-03-01,2015-03-01,2015-03-01,POS MALAYSIA BERHAD,Payment For Stamping Fee,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,20.00,20.00,,,670,F,,,0,,
775,CP00010,PV,2015-03-10,2015-03-10,2015-03-10,SHIN HAIR BEAUTY & COSMETICS TRADING,Payment For Hair Dryer Purchase.  Refer Cash Bill 2989,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,100.00,100.00,,,671,F,,,0,,
777,CP00011,PV,2015-03-10,2015-03-10,2015-03-10,KIEAN KIONG PRINTING PRESS,Payment For Company Rubber Stamp.  Refer Cash Bill 2459,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,40.00,40.00,,,672,F,,,0,,
779,CP00012,PV,2015-03-16,2015-03-16,2015-03-16,HENG CHIN POH,Payment For Feb'15 Expenses Claim,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,304.32,304.32,,,673,F,,,0,,
783,CP00013,PV,2015-03-16,2015-03-16,2015-03-16,LEE TECK SOO,Payment For Feb'15 Expenses Claim,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,2657.70,2657.70,,,674,F,,,0,,
789,CP00014,PV,2015-03-16,2015-03-16,2015-03-16,UNITED CHEM SDN BHD,Payment For Material Purchase.  Refer Invoice 00000044,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,13080.00,13080.00,,,675,F,,,0,,
791,CP00015,PV,2015-03-16,2015-03-16,2015-03-16,NOOR ASIAH AHMAD HASSANUDDIN,Payment For Mar'15 Rental,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,900.00,900.00,,,676,F,,,0,,
793,CP00016,PV,2015-03-19,2015-03-19,2015-03-19,AIM TECH MEDIA SUPPLY,Payment For Printer Ink Purchase.  Refer Cash Bill 12900,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,112.00,112.00,,,677,F,,,0,,
795,CP00017,PV,2015-03-19,2015-03-19,2015-03-19,YEO CHIN KUOH (831128-04-5011),Payment For office Light & Point Repairation.  Refer Cash Bill 6070966,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,485.00,485.00,,,678,F,,,0,,
797,CP00018,PV,2015-03-19,2015-03-19,2015-03-19,HENG CHIN POH,Payment For Maxis Phone Bill,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,90.70,90.70,,,679,F,,,0,,
799,CP00019,PV,2015-03-21,2015-03-21,2015-03-21,STARZONE COMPUTER,Payment For Mouse Purchase.  Refer Cash Bill CS05851,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,39.00,39.00,,,680,F,,,0,,
801,CP00020,PV,2015-03-23,2015-03-23,2015-03-23,MSL HARDWARE SDN BHD,Payment For Material Purchase For Office Painting.  Refer Cash Bill 94999,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,415.00,415.00,,,681,F,,,0,,
803,CP00021,PV,2015-03-23,2015-03-23,2015-03-23,JSP MACHINE ENGINEERING,Payment For Material Purchase.  Refer Invoice JSP-01-15,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,350.00,350.00,,,682,F,,,0,,
805,CP00022,PV,2015-03-24,2015-03-24,2015-03-24,KUANG LEE HARDWARE ENTERPRISE,Payment For Material Purchase For Office Painting.  Refer Cash Bill 102788,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,25.00,25.00,,,683,F,,,0,,
807,CP00023,PV,2015-03-24,2015-03-24,2015-03-24,KSDS ENTERPRISE,Payment For Office Partition.  Refer Cash Bill 4322,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,550.00,550.00,,,684,F,,,0,,
809,CP00024,PV,2015-03-30,2015-03-30,2015-03-30,HENG CHIN POH,Payment For Mar'15 Expenses Claim,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,404.80,404.80,,,685,F,,,0,,
813,RV00003,OR,2015-03-16,2015-03-16,2015-03-16,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,AIB000009,----,1.00000000,0.00,,6000.00,6000.00,,,686,F,,,0,,
815,RV00004,OR,2015-03-16,2015-03-16,2015-03-16,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,AIB000006,----,1.00000000,0.00,,900.00,900.00,,,687,F,,,0,,
817,RV00005,OR,2015-03-16,2015-03-16,2015-03-16,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,AIB000007,----,1.00000000,0.00,,13080.00,13080.00,,,688,F,,,0,,
819,CP00025,PV,2015-04-11,2015-04-11,2015-04-11,SYARIKAT AIR MELAKA BERHAD,Payment For Mar'15 Water Bill.  Refer Bill No B032015,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,20.00,20.00,,,689,F,,,0,,
821,CP00026,PV,2015-04-11,2015-04-11,2016-03-01,TENAGA NASIONAL BERHAD,Payment For Mar'15 Electricity Bill.  Refer Bill No 00226498,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,116.05,116.05,,,690,F,,,0,,
823,CP00027,PV,2015-04-11,2015-04-11,2016-03-01,TELEKOM MALAYSIA BERHAD,Payment For Mar'15 Telephone Bill.  Refer Bill No 002410845164,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,861.70,861.70,,,691,F,,,0,,
828,CP00028,PV,2015-04-11,2015-04-11,2016-03-01,AL AQSA CARPETS,Payment Fof Office Carpets Installation.  Refer Invoice 3492,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,800.00,800.00,,,692,F,,,0,,
830,CP00029,PV,2015-04-15,2015-04-15,2016-03-01,AL AQSA CARPETS,Payment Fof Office Carpets Installation.  Refer Invoice 3492 & 3530,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,885.00,885.00,,,693,F,,,0,,
832,CP00030,PV,2015-04-30,2015-04-30,2016-03-01,HENG CHIN POH,Payment For Apr'15 Expenses Claim,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,561.22,561.22,,,694,F,,,0,,
837,CP00031,PV,2015-04-30,2015-04-30,2016-03-01,LEE TECK WHAY (781213-04-5427),Payment For Office Renovation Charges,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,1000.00,1000.00,,,695,F,,,0,,
839,CP00032,PV,2015-04-30,2015-04-30,2016-03-01,NOOR ASIAH AHMAD HASSANUDDIN,Payment For Apr'15 Rental,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,900.00,900.00,,,696,F,,,0,,
841,RV00006,OR,2015-04-10,2015-04-10,2016-03-01,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,5750.00,5750.00,,,697,F,,,0,,
843,RV00007,OR,2015-04-30,2015-04-30,2016-03-01,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,900.00,900.00,,,698,F,,,0,,
845,CP00033,PV,2015-05-22,2015-05-22,2016-03-01,NOOR ASIAH AHMAD HASSANUDDIN,Payment For May'15 Rental,"403-001",MLK,----,----,BANK,Cash,----,1.00000000,0.00,,900.00,900.00,,,699,F,,,0,,
847,CP00034,PV,2015-05-28,2015-05-28,2016-03-01,TELEKOM MALAYSIA BERHAD,Payment For Apr'15 Telephone Bill.  Refer Bill No 002540019458,"403-001",MLK,----,----,BANK,Cash,----,1.00000000,0.00,,288.30,288.30,,,700,F,,,0,,
849,CP00035,PV,2015-06-04,2015-06-04,2016-03-01,C.T PERFORMANCE RUBBER STAMP,Payment For Company Rubber Stamp.  Refer Invoice 15347,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,40.00,40.00,,,701,F,,,0,,
851,CP00036,PV,2015-06-08,2015-06-08,2016-03-01,YEO CHIN KUOH (831128-04-5011),Payment For Sub Labour To Repair Board,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,620.00,620.00,,,702,F,,,0,,
853,CP00037,PV,2015-06-08,2015-06-08,2016-03-01,LIM MUI KOON,Payment For May'15 Expenses Claim,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,660.64,660.64,,,703,F,,,0,,
864,CP00038,PV,2015-06-08,2015-06-08,2016-03-01,NG SHUH HONG,Payment For May'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,2655.25,2655.25,,,704,F,,,0,,
868,CP00039,PV,2015-06-08,2015-06-08,2016-03-01,LEE SIEW CHEN,Payment For May'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,2389.75,2389.75,,,705,F,,,0,,
872,CP00040,PV,2015-06-09,2015-06-09,2016-03-01,LEE TECK SOO,Payment For May'15 Expenses Claim,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,378.87,378.87,,,706,F,,,0,,
877,CP00041,PV,2015-06-09,2015-06-09,2016-03-01,IK STATIONERY,Payment For Staionary Purchase,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,6.50,6.50,,,707,F,,,0,,
879,CP00042,PV,2015-06-09,2015-06-09,2016-03-01,SYARIKAT AIR MELAKA BERHAD,Payment For Apr'15 & May'15 Water Bill.  Refer Bill No B042015/B052015,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,42.40,42.40,,,708,F,,,0,,
881,CP00043,PV,2015-06-09,2015-06-09,2016-03-01,TENAGA NASIONAL BERHAD,Payment For Apr'15 & May'15 Electricity Bill.  Refer Bill No 35870181 and 36091089,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,432.00,432.00,,,709,F,,,0,,
886,CP00044,PV,2015-06-09,2015-06-09,2016-03-01,TELEKOM MALAYSIA BERHAD,Payment For May'15 Telephone Bill.  Refer Bill No 002677841724,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,288.30,288.30,,,710,F,,,0,,
888,CP00045,PV,2015-06-09,2015-06-09,2016-03-01,FIMA STATIONERY & PAPER SUPPLY,Payment For Cash Voucher Purchase.  Refer Invoice CS000358,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,10.00,10.00,,,711,F,,,0,,
890,CP00046,PV,2015-06-09,2015-06-09,2016-03-01,ACCULEX SDN BHD,Payment For Invoice 15051943.BOK,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,1272.00,1272.00,,,712,F,,,0,,
892,CP00047,PV,2015-06-15,2015-06-15,2016-03-01,PANDUAN EMAS SDN BHD,Payment For Parking Space Rental,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,126.00,126.00,,,713,F,,,0,,
894,CP00048,PV,2015-06-19,2015-06-19,2016-03-01,NOOR ASIAH AHMAD HASSANUDDIN,Payment For June'15 Rental,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,900.00,900.00,,,714,F,,,0,,
896,CP00049,PV,2015-06-25,2015-06-25,2016-03-01,NCS SALES AND SERVICES SDN BHD,Payment For Ink Catridge Purchase.  Refer Invoice M01-CS001096,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,124.00,124.00,,,715,F,,,0,,
899,RV00007.,OR,2015-06-08,2015-06-08,2016-03-01,KUOK KING KONG,Cash Advance,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,10000.00,10000.00,,,717,F,,,0,,
901,CP00050,PV,2015-07-08,2015-07-08,2016-03-01,HENG CHIN POH,Payment For June'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,2500.00,2500.00,,,718,F,,,0,,
903,CP00051,PV,2015-07-08,2015-07-08,2016-03-01,LIM PAY SEE,Payment For June'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,1500.00,1500.00,,,719,F,,,0,,
905,CP00052,PV,2015-07-08,2015-07-08,2016-03-01,LIM MUI KOON,Payment For June'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,4000.00,4000.00,,,720,F,,,0,,
907,CP00053,PV,2015-07-08,2015-07-08,2016-03-01,LEE TECK SOO,Payment For June'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,2000.00,2000.00,,,721,F,,,0,,
909,CP00054,PV,2015-07-08,2015-07-08,2016-03-01,DATO ISMAIL,Payment For June'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,6000.00,6000.00,,,722,F,,,0,,
911,CP00055,PV,2015-07-08,2015-07-08,2016-03-01,KUOK KING KONG,Payment For June'15 Staff Salary,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,6000.00,6000.00,,,723,F,,,0,,
913,CP00056,PV,2015-07-10,2015-07-10,2016-03-01,NEUROTECH SDN BHD,Payment For Invoice MI80924,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,23267.00,23267.00,,,724,F,,,0,,
915,CP00057,PV,2015-08-06,2015-08-06,2016-03-01,PERTUBUHAN KESELAMATAN SOSIAL,Payment For July'15 Staff Socso,"303-000",MLK,----,----,CASH,Cash,----,1.00000000,0.00,,126.00,126.00,,,725,F,,,0,,
